name,market,funding_total_usd,status,country_code,state_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Quikr,Curated Web,346000000,operating,IND,,Mumbai,6,2010-01-01,2010-03-31,2015-04-07
Ikaria,Biotechnology,345947203,acquired,USA,NJ,Hampton,3,1986-01-01,2005-09-01,2009-10-01
BridgeLux,Manufacturing,344789135,acquired,USA,CA,Sunnyvale,10,2009-01-01,2006-04-03,2012-02-13
Intrexon Corporation,Biotechnology,344000000,ipo,USA,VA,Blacksburg,7,2012-01-01,2005-05-17,2015-01-28
Trinity Industries,Transportation,340000000,ipo,USA,TX,Dallas,1,2004-01-01,2015-06-05,2015-06-05
Liberty Dialysis,Health and Wellness,339959044,acquired,USA,WA,Mercer Island,2,2009-02-06,2010-04-20,2010-07-01
Slack,Unifed Communications,339950000,operating,USA,CA,San Francisco,7,2009-01-01,2009-01-01,2015-04-16
Eskom Holdings,Electrical Distribution,339000000,operating,ZAF,,Sandown,1,1997-05-01,2015-04-08,2015-04-08
Fab,Design,336325000,acquired,USA,NY,New York,11,,2010-01-28,2013-08-12
Ancestry,E-Commerce,333200000,ipo,USA,UT,Provo,2,2012-01-01,1999-09-01,2007-10-16
Palo Alto Networks,Security,328600000,ipo,USA,CA,Santa Clara,5,2014-07-23,2006-01-01,2012-07-09
Xunlei,Software,326000000,ipo,CHN,,Shenzhen,5,,2004-01-01,2014-04-06
21st Century Oncology,Health and Wellness,325000000,operating,USA,FL,Fort Myers,1,2013-01-01,2014-09-26,2014-09-26
CapitalSource,Banking,325000000,acquired,USA,CA,Los Angeles,1,2011-04-01,2002-11-15,2002-11-15
Stem CentRx,Biotechnology,323526990,operating,USA,CA,South San Francisco,3,2012-12-01,2011-03-16,2015-01-22
CompuCom Systems Holding,Public Relations,323000000,operating,USA,MA,Boston,1,2014-08-03,2013-05-24,2013-05-24
Gogo,Wireless,323000000,ipo,USA,IL,Itasca,3,2001-01-01,2012-06-25,2014-07-30
Towergate,Finance,322282099,operating,GBR,,Kent,1,2013-11-21,2011-02-01,2011-02-01
Biocartis,Biotechnology,321184551,ipo,CHE,,Lausanne,8,,2009-10-15,2014-09-04
Opnext,Telecommunications,321000000,ipo,USA,CA,Fremont,1,2013-03-01,2001-08-03,2001-08-03
Affirm,Payments,320000000,operating,USA,CA,San Francisco,2,2013-03-15,2014-06-09,2015-05-06
Immunocore,Biotechnology,320000000,operating,GBR,,Abingdon,1,,2015-07-16,2015-07-16
Kosmos Biotherapeutics,Biotechnology,319000000,operating,USA,MA,Cambridge,1,,2010-04-04,2010-04-04
Foodpanda / Hellofood,Hospitality,318000000,operating,DEU,,Berlin,6,2006-06-01,2013-04-07,2015-04-30
Horizon Wind Energy,Clean Technology,318000000,acquired,USA,TX,Houston,2,2014-02-01,2009-12-03,2009-12-29
Automattic,Web CMS,317300000,operating,USA,CA,San Francisco,5,,2005-10-01,2014-05-05
FDO Holdings,Investment Management,317279695,operating,USA,CA,Los Angeles,1,2009-11-01,2010-12-07,2010-12-07
SunGard,Software,316000000,acquired,USA,PA,Wayne,1,2013-02-01,2009-08-21,2009-08-21
ViewPoint Construction Software,Software,316000000,operating,USA,OR,Portland,3,2009-09-15,2010-02-02,2014-04-22
Sangart,Biotechnology,315872959,closed,USA,CA,San Diego,5,2003-01-01,2009-03-12,2012-05-24
Saguaro Resources,Manufacturing,315000000,operating,CAN,AB,Calgary,1,2005-07-01,2013-09-25,2013-09-25
Nutanix,Enterprise Software,312200000,operating,USA,CA,San Jose,5,2006-11-01,2011-04-19,2014-08-27
HYLA Mobile,Clean Technology,311453228,operating,USA,TX,Irving,4,,2008-11-01,2013-10-28
MongoDB,Cloud Computing,311100000,operating,USA,NY,New York,8,2005-01-01,2008-07-21,2015-01-09
Highwinds,Software,310000000,operating,USA,FL,Winter Park,3,2007-02-01,2008-03-11,2013-08-08
DBV Technologies,Biotechnology,309700000,ipo,FRA,,Bagneux,3,2004-06-01,2010-12-17,2015-07-21
Proteus Digital Health,Software,309049979,operating,USA,CA,Redwood City,9,2010-07-01,2001-05-01,2014-06-02
NGM Biopharmaceuticals,Biotechnology,308438996,operating,USA,CA,South San Francisco,6,2014-02-18,2009-12-22,2015-03-26
Vox Media,Sports,307632220,operating,USA,DC,Washington,8,,2008-10-27,2015-08-12
GridPoint,Clean Technology,307588886,operating,USA,VA,Arlington,11,,2006-01-01,2014-07-02
Mozido,Enterprise Software,307161792,operating,USA,TX,Austin,4,2006-08-01,2011-03-14,2014-10-22
Lighting Science Group,Clean Technology,301641726,ipo,USA,FL,Satellite Beach,7,2007-01-01,2010-05-05,2015-02-13
Remedi SeniorCare,Health and Wellness,301000000,operating,USA,MD,Baltimore,2,,2009-07-21,2011-08-07
Barnes & Noble,E-Commerce,300000000,ipo,USA,NY,New York,1,2008-01-01,2012-04-30,2012-04-30
Brocade Communications Systems,Data Centers,300000000,ipo,CHE,,Geneva,1,,2010-01-20,2010-01-20
Carrier Energy Partners,Clean Technology,300000000,operating,USA,TX,Sugar Land,1,2010-05-23,2013-10-11,2013-10-11
CH2M Hill,Infrastructure,300000000,operating,USA,CO,Englewood,1,,2015-05-27,2015-05-27
CSX Corporation,Transportation,300000000,ipo,USA,FL,Jacksonville,1,2005-01-01,2003-02-28,2003-02-28
Eagle Energy Exploration,Energy,300000000,operating,USA,OK,Tulsa,1,2007-12-01,2013-12-13,2013-12-13
Mediclinic International,Medical,300000000,operating,ZAF,,Stellenbosch,1,2011-01-01,2014-06-12,2014-06-12
MedSolutions,Health Care,300000000,operating,USA,TN,Franklin,1,2008-01-01,2010-11-10,2010-11-10
Tower Vision,Mobile,300000000,operating,IND,,Chennai,1,1971-01-01,2008-02-01,2008-02-01
RetailMeNot,Custom Retail,299500000,acquired,USA,TX,Austin,5,2012-01-01,2009-11-01,2011-11-10
Ganji,Internet,298000000,acquired,CHN,,Beijing,4,,2009-01-01,2014-08-13
Kior,Clean Technology,297920000,ipo,USA,TX,Pasadena,4,2007-01-01,2008-06-30,2013-10-21
Tengion,Biotechnology,297263531,ipo,USA,PA,Audubon,8,2013-08-15,2005-08-03,2013-08-07
BuzzFeed,News,296300000,operating,USA,NY,New York,6,1999-01-01,2008-07-09,2015-08-18
Goodman Networks,Mobile,296043358,operating,USA,TX,Plano,5,2003-01-01,2009-07-06,2014-05-22
Oscar,Insurance,295000000,operating,USA,NY,New York,4,2004-01-01,2013-07-19,2015-04-20
Elevance Renewable Sciences,Clean Technology,294000000,operating,USA,IL,Woodridge,4,2002-01-01,2008-03-26,2012-07-10
Spacecom,Public Relations,293000000,operating,ISR,,Ramat Gan,1,,2013-11-11,2013-11-11
Amtek Global Technologies,New Technologies,292432833,operating,,,,1,2007-11-01,2014-11-10,2014-11-10
Concur Technologies,Software,291754092,acquired,USA,WA,Redmond,2,,2009-08-17,2010-04-08
Good Technology,Data Security,291297000,operating,USA,CA,Sunnyvale,6,,2005-03-15,2014-09-30
Despegar.com,Travel,291000000,operating,USA,FL,Miami,2,2013-07-12,2012-03-21,2015-03-10
Evernote,Software,290000000,operating,USA,CA,Redwood City,11,2009-04-01,2006-03-01,2014-11-09
lynda.com,Education,289000000,acquired,USA,CA,Carpinteria,2,,2013-01-16,2015-01-14
Rambus,Semiconductors,288565568,ipo,USA,CA,Los Altos,2,1997-01-01,2010-02-02,2011-06-07
GoPro,Hardware + Software,288205000,ipo,USA,CA,San Mateo,3,2014-01-01,2010-09-22,2012-12-20
AppNexus,Advertising,288171856,operating,USA,NY,New York,8,2008-01-23,2007-12-27,2015-04-15
Harry's,Fashion,287100001,operating,USA,NY,New York,6,2010-01-01,2012-08-15,2015-07-07
Gilt Groupe,Shopping,286000000,operating,USA,NY,New York,7,2004-01-01,2007-11-01,2015-02-16
Alien Technology,Semiconductors,285377366,operating,USA,CA,Morgan Hill,9,2013-01-01,2003-08-06,2014-10-09
Hootsuite,Brand Marketing,284900000,operating,CAN,BC,Vancouver,6,2004-01-01,2009-12-01,2014-09-25
Sapphire Energy,Clean Technology,283500000,operating,USA,CA,San Diego,4,2011-01-01,2008-05-28,2012-04-02
TRUECar,Public Transportation,283165000,ipo,USA,CA,Santa Monica,7,2011-05-24,2005-02-28,2013-12-12
Brightstar,Mobility,283000000,acquired,USA,FL,Miami,1,,2007-07-09,2007-07-09
Melinta,Biotechnology,282500000,operating,USA,CT,New Haven,7,,2009-01-25,2015-06-10
Klarna,Payments,282074000,operating,,,,6,2015-01-05,2005-01-01,2014-03-14
Lookout,Security,282000000,operating,USA,CA,San Francisco,8,,2009-03-11,2015-02-01
Vivint Solar,Clean Technology,280000000,acquired,USA,UT,Provo,1,2011-01-01,2014-03-03,2014-03-03
Coupons.com,Curated Web,276760000,ipo,USA,CA,Mountain View,7,2014-06-12,2005-09-01,2013-10-01
SimpliVity,Storage,276500000,operating,USA,MA,Westborough,5,1991-05-01,2012-01-01,2015-03-10
AirCell,Messaging,276108581,operating,USA,IL,Itasca,3,,2010-01-21,2011-02-06
Lucid Energy Group,Clean Technology,275000000,operating,USA,TX,Dallas,2,2006-08-01,2012-02-08,2014-03-04
ReNew Power,Clean Technology,275000000,operating,IND,,Gurgaon,2,2011-01-01,2013-06-05,2014-07-03
Vantage Data Centers,Data Centers,275000000,operating,USA,CA,Santa Clara,2,2005-01-01,2010-01-01,2014-04-15
Instacart,E-Commerce,274800000,operating,USA,CA,San Francisco,5,,2012-06-01,2014-12-30
Voltari,Advertising,273834120,ipo,USA,NY,New York,5,2013-01-01,2001-01-01,2008-01-02
Huiyuan,Manufacturing,273417808,operating,CHN,,Beijing,2,2005-01-01,2006-12-01,2010-07-01
Funding Circle,Financial Services,273237070,operating,GBR,,London,6,,2010-02-12,2015-04-22
NorSun,Clean Technology,272120000,operating,NOR,,Oslo,3,,2006-11-07,2009-03-11
Valeritas,Diabetes,271951220,operating,USA,NJ,Bridgewater,3,,2011-09-12,2014-07-11
OZON.ru,E-Commerce,271000000,operating,RUS,,Moscow,4,2006-01-01,2000-01-01,2014-04-29
CardioDx,Biotechnology,268990356,operating,USA,CA,Palo Alto,9,2004-09-08,2006-07-21,2015-07-03
Violin Memory,Storage,268412808,ipo,USA,CA,Santa Clara,8,2012-03-01,2009-06-03,2014-09-12
TriVascular,Health Care,266950270,ipo,USA,CA,Santa Rosa,7,,2008-03-31,2015-08-21
Eurus Energy Holdings,Clean Technology,266400000,operating,JPN,,Minato,1,,2010-01-29,2010-01-29
Adyen,Payments,266000000,operating,NLD,,Amsterdam,2,2005-01-01,2014-06-06,2014-12-16
LegalZoom,Legal,266000000,operating,USA,CA,Glendale,2,,2011-07-24,2014-01-07
Lumara Health,Biotechnology,265100006,acquired,USA,MO,St Louis,4,2002-02-18,2010-12-06,2012-06-18
Landis+Gyr,Clean Technology,265000000,acquired,CHE,,Zug,2,2014-10-08,2009-11-06,2010-04-08
LightSquared,Mobile,265000000,operating,USA,VA,Reston,1,2011-03-01,2011-07-05,2011-07-05
Kreditech,SaaS,263000000,operating,DEU,,Hamburg,8,,2012-03-04,2015-01-22
Jiuxian.com,E-Commerce,262424600,operating,CHN,,Beijing,7,2014-09-01,2011-04-01,2015-07-30
"LiftForward, Inc.",Financial Services,261300000,operating,USA,NY,New York,4,,2014-08-11,2015-07-20
Del Taco,Specialty Foods,260000000,operating,USA,CA,Lake Forest,1,2012-01-01,2014-04-29,2014-04-29
JinkoSolar Holding,Clean Technology,260000000,closed,,,,2,2011-01-01,2008-10-13,2014-07-30
Prometheus Laboratories,Biotechnology,260000000,acquired,USA,CA,San Diego,1,,2010-01-07,2010-01-07
"Suzhou Xiexin Photovoltaic Technology Co., Ltd",Semiconductors,260000000,operating,,,,1,2010-03-10,2008-06-01,2008-06-01
Tintri,Virtualization,260000000,operating,USA,CA,Mountain View,6,,2011-03-24,2015-08-05
Vestar Capital Partners,,260000000,operating,USA,NY,New York,1,2007-11-28,2014-05-13,2014-05-13
Vonage,Mobile,260000000,ipo,USA,NJ,Holmdel,2,2013-01-24,2003-11-26,2014-08-13
MuleSoft,Data Integration,259000000,operating,USA,CA,San Francisco,7,2013-08-01,2006-10-01,2015-05-19
Inspiration Biopharmaceuticals,Biotechnology,258625546,operating,USA,CA,Laguna Niguel,2,,2009-07-23,2011-03-29
pdvWireless,Wireless,258261750,operating,USA,NJ,,3,2013-01-01,2014-06-18,2015-02-09
Reward Gateway,SaaS,257944298,acquired,GBR,,London,2,2012-01-01,2010-12-02,2015-07-29
Vital Renewable Energy Company,Clean Technology,257000000,operating,,,,1,2004-01-01,2008-11-10,2008-11-10
Apollo Endosurgery,Biotechnology,256327392,operating,USA,TX,Austin,7,,2009-03-23,2015-03-10
Pacific Biosciences,Biotechnology,255220000,ipo,USA,CA,Menlo Park,5,,2005-08-31,2013-02-11
Trulia,Real Estate,255100000,acquired,USA,CA,San Francisco,5,2013-10-28,2005-09-01,2013-12-18
Medallia,Customer Service,255000000,operating,USA,CA,Palo Alto,4,2013-07-23,2012-09-27,2015-07-21
Seven Energy,Energy,255000000,operating,GBR,,London,1,2011-08-01,2014-04-14,2014-04-14
JustFab,Fashion,254000000,operating,USA,CA,El Segundo,6,2014-07-12,2011-09-21,2014-08-28
Aerie Pharmaceuticals,Biotechnology,253614965,ipo,USA,NJ,Bedminster,5,,2010-09-01,2014-09-09
CommonBond,Finance,253500000,operating,USA,NY,New York,3,2012-07-01,2012-11-29,2015-02-05
HelioVolt,Clean Technology,253000000,operating,USA,TX,Austin,6,,2005-06-01,2013-08-03
Solar Power Partners,Clean Technology,253000000,acquired,USA,CA,Mill Valley,4,2010-01-01,2007-09-18,2010-04-27
AC Holdco,Debt Collecting,252794435,operating,USA,IL,Itasca,3,2014-08-15,2009-04-15,2009-12-08
Chegg,Education,252303692,ipo,USA,CA,Santa Clara,10,2009-10-01,2007-01-01,2012-04-01
AVG Technologies,Security,252000000,acquired,USA,CA,San Francisco,2,,2005-09-06,2009-07-10
TESARO,Biotechnology,252000000,ipo,USA,MA,Waltham,3,,2010-05-28,2013-03-06
Seven Generations Energy,Clean Technology,251000000,ipo,CAN,AB,Calgary,1,2007-09-01,2013-12-18,2013-12-18
AerSale Holdings,Manufacturing,250000000,operating,,,,1,,2010-01-13,2010-01-13
Alkermes,Biotechnology,250000000,acquired,USA,MA,Waltham,1,2005-01-01,2014-01-13,2014-01-13
Baihe,Social Media,250000000,operating,CHN,,Beijing,4,2009-01-01,2005-10-01,2015-05-20
Bicon Pharmaceutical,Health Care,250000000,operating,CHN,,Xian,2,2002-11-01,2009-11-01,2012-03-01
Biz2Credit,Finance,250000000,operating,USA,NY,New York,1,2012-01-01,2014-12-29,2014-12-29
Campaign Monitor,Software,250000000,operating,USA,CA,San Francisco,1,,2014-04-16,2014-04-16
Cedar Realty Trust,Nonprofits,250000000,ipo,USA,NY,Port Washington,2,,2014-02-13,2015-02-05
Markit,Finance,250000000,ipo,GBR,,London,1,2001-01-01,2010-01-26,2010-01-26
Nippon Renewable Energy,Clean Technology,250000000,operating,,,,1,,2014-01-28,2014-01-28
P2 Energy Solutions,Software,250000000,operating,USA,CO,Denver,2,2010-05-18,2008-06-17,2013-10-07
Protection One,Security,250000000,acquired,USA,KS,Lawrence,1,2011-01-01,2015-01-10,2015-01-10
Red Ventures,Advertising,250000000,operating,USA,SC,Fort Mill,2,,2011-01-01,2015-01-07
Relativity Media,Games,250000000,operating,USA,KY,California,2,2007-08-01,2012-01-25,2015-04-06
Shanghai Yupei Group,Customer Service,250000000,operating,CHN,,Shanghai,1,2013-12-01,2014-04-10,2014-04-10
The New York Times,News,250000000,ipo,USA,NY,New York,1,,2009-01-20,2009-01-20
Universal Studios Japan,Photography,250000000,operating,JPN,,,1,,2013-12-13,2013-12-13
Dafiti,Fashion,249299000,operating,BRA,,Sí£o Paulo,5,2003-01-01,2011-01-01,2014-01-28
Coherus Biosciences,Biotechnology,249271980,ipo,USA,CA,Redwood City,4,2013-11-12,2013-01-14,2015-04-01
Karyopharm Therapeutics,Biotechnology,248700000,ipo,USA,MA,Natick,7,2009-06-15,2010-11-03,2014-06-30
Adknowledge,Social Media,248000000,operating,USA,MO,Kansas City,2,2011-07-14,2006-03-01,2011-01-12
BestSecret.com,Online Shopping,248000000,operating,DEU,,Aschheim,1,2010-03-15,2012-08-07,2012-08-07
Hortonworks,Search,248000000,ipo,USA,CA,Palo Alto,5,2005-04-01,2011-06-01,2014-07-24
SquareTrade,Hardware + Software,247700000,operating,USA,CA,San Francisco,4,2005-01-01,1999-10-01,2012-01-24
TRIA Beauty,E-Commerce,247226267,operating,USA,CA,Pleasanton,11,,2007-05-24,2014-10-09
Ophthotech,Biotechnology,246700000,ipo,USA,NJ,Princeton,4,2012-01-01,2009-12-15,2014-01-24
Wyle,Defense,245899993,operating,USA,CA,El Segundo,2,2011-01-01,2009-07-13,2010-09-24
Esperion Therapeutics,Pharmaceuticals,245650000,ipo,USA,MI,Plymouth,3,2008-01-01,2008-05-01,2015-03-24
Sungevity,Clean Technology,245500000,operating,USA,CA,Oakland,7,2012-01-01,2007-12-12,2014-04-04
Cadence Bancorp,Banking,245000000,operating,USA,TX,Houston,1,,2014-07-09,2014-07-09
Kerasotes Theatres,Theatre,245000000,operating,USA,IL,Chicago,2,2013-01-01,2002-10-01,2003-07-01
Lexicon Pharmaceuticals,Biotechnology,244702780,ipo,USA,TX,Houston,4,2007-12-01,2010-03-15,2014-12-12
Acacia Research,Intellectual Asset Management,244600000,ipo,USA,CA,Newport Beach,2,,2005-02-10,2012-02-21
Mode Media (fka Glam Media),Fashion,244600000,operating,USA,CA,Brisbane,11,,2004-07-01,2015-05-21
Kabam,Games,244500000,operating,USA,CA,San Francisco,6,,2007-09-01,2014-07-31
Small Bone Innovations,Health Care,244000000,acquired,USA,PA,Morrisville,6,2007-01-01,2008-01-01,2011-12-07
Zalando,E-Commerce,243424047,operating,DEU,,Berlin,5,2011-03-19,2010-08-31,2013-11-01
Solarflare Communications,Enterprise Software,242948825,operating,USA,CA,Irvine,19,2009-01-01,2005-02-28,2015-01-05
Zuora,Billing,242500000,operating,USA,CA,Foster City,6,2006-01-01,2008-03-13,2015-03-11
Greenko Group,Clean Technology,241983286,ipo,IND,,Hyderabad,2,2013-06-18,2010-01-28,2014-10-24
Cree,Hardware + Software,241039698,ipo,USA,NC,Durham,2,,2011-08-16,2013-12-13
Millennial Media,Advertising,240245382,ipo,USA,MD,Baltimore,5,2012-07-04,2007-01-16,2013-11-21
Silicor Materials,Manufacturing,240007997,operating,USA,CA,San Jose,8,2008-01-01,2006-06-01,2013-09-04
Entrec,Public Transportation,240000000,operating,CAN,AB,Spruce Grove,1,2009-01-01,2014-03-07,2014-03-07
Renewable Energy Trust Capital,Banking,239000000,operating,USA,CA,San Francisco,1,2009-01-01,2015-07-14,2015-07-14
TRINA SOLAR LTD,Semiconductors,239000000,ipo,CHN,,Changzhou,1,2009-06-01,2014-06-13,2014-06-13
E Ink Holdings,Biotechnology,238174040,operating,TWN,,Hsinchu,1,2010-10-01,2010-01-05,2010-01-05
ZALORA Group,E-Commerce,238000000,operating,SGP,,Singapore,4,2013-01-01,2012-09-25,2013-12-03
ViewRay,Health Care,237973385,operating,USA,OH,Cleveland,10,,2010-08-25,2015-07-24
Vubiquity,Digital Media,237179999,operating,USA,VA,Reston,4,,2007-05-01,2012-05-21
Rostelecom,Mobile,237000000,operating,RUS,,Moscow,1,2009-01-01,2013-10-11,2013-10-11
SoftBank Robotics Holdings,Banking,236000000,operating,JPN,,Tokyo,1,,2015-06-18,2015-06-18
Soft Machines,Semiconductors,235687795,operating,USA,CA,Santa Clara,6,,2009-08-05,2015-01-20
KAYAK,Travel,235024070,acquired,USA,CT,Stamford,6,2008-01-01,2004-01-01,2012-08-17
Freedom Financial Network,Local Businesses,235000000,operating,USA,CA,San Mateo,2,2013-07-01,2013-12-11,2014-05-05
LeTV,Photography,234200000,ipo,CHN,,Beijing,4,2009-01-01,2008-08-01,2015-05-13
Twilio,Enterprise Software,233700000,operating,USA,CA,San Francisco,6,2013-06-01,2009-01-01,2015-07-29
Accela,Software,233500000,operating,,,,4,,2012-01-01,2015-03-03
Monitise,Mobile,232329416,ipo,GBR,,London,4,2011-01-01,2010-07-13,2014-11-27
Pearl Therapeutics,Health and Wellness,232000100,acquired,USA,CA,Redwood City,6,2013-01-01,2008-07-03,2013-04-01
Wananchi Group,Games,231340000,operating,KEN,,Nairobi,4,2013-10-01,2009-09-23,2014-10-06
Infinidat,Storage,230000000,operating,ISR,,Herzliya,2,,2013-01-01,2015-04-29
RagingWire,Enterprise Software,230000000,operating,USA,CA,Sacramento,1,2004-01-01,2013-09-18,2013-09-18
Coda Automotive,Clean Technology,229000000,operating,USA,CA,Los Angeles,5,2013-07-03,2009-07-28,2011-09-20
AltraBiofuels,Clean Technology,228500000,closed,USA,NE,Omaha,2,2008-06-01,2007-02-20,2007-06-22
Suniva,Energy Efficiency,225900000,operating,USA,GA,Norcross,5,2010-09-01,2008-02-01,2013-12-15
ATI Physical Therapy,Health and Wellness,225828977,operating,USA,IL,Bolingbrook,1,2006-01-01,2010-03-25,2010-03-25
Oportun,Finance,225300000,operating,USA,CA,Menlo Park,7,2013-01-01,2008-01-01,2015-02-11
AirWatch,Mobile,225000000,acquired,USA,GA,Atlanta,2,,2013-02-24,2013-05-16
Fotolia,Advertising,225000000,acquired,USA,NY,New York,2,1997-01-01,2009-05-01,2012-05-16
Lenta,Marketplaces,225000000,operating,RUS,,Russa,1,,2015-03-24,2015-03-24
"Lestis Wind, Hydro & Solar",Clean Technology,225000000,operating,USA,TX,Fort Worth,2,,2009-09-01,2009-11-02
Ligand Pharmaceuticals,Biotechnology,225000000,ipo,USA,CA,San Diego,1,2012-01-01,2014-08-14,2014-08-14
One Kings Lane,E-Commerce,225000000,operating,USA,CA,San Francisco,6,2011-03-03,2009-12-06,2014-08-01
Qufenqi,Payments,225000000,operating,CHN,,Beijing,4,2012-01-01,2014-04-01,2015-04-08
Zayo,Data Centers,225000000,ipo,USA,CO,Boulder,1,2011-06-03,2007-08-30,2007-08-30
ZocDoc,Dental,225000000,operating,USA,NY,New York,4,,2008-08-18,2015-08-20
Harvest Power,Clean Technology,224514000,operating,USA,MA,Waltham,11,2010-05-25,2009-12-24,2014-10-27
Avalara,Software,223625355,operating,USA,WA,Bainbridge Island,7,2011-01-01,2010-05-27,2015-01-20
ECI Telecom,Web Hosting,222500000,operating,ISR,,Petah Tikwah,3,2012-04-01,2001-12-01,2010-01-10
Honest Co.,E-Commerce,222000000,operating,USA,CA,Santa Monica,4,2009-01-01,2012-03-23,2015-08-14
Icera,Mobile,222000000,acquired,GBR,,Bristol,8,2011-01-01,2003-02-07,2011-06-03
Transphorm,Clean Technology,221200001,operating,USA,CA,Goleta,9,2008-07-01,2010-05-05,2015-06-22
BlueArc,Web Hosting,221000000,acquired,USA,CA,San Jose,7,2004-01-01,1998-01-01,2010-07-28
Endurance Specialty Holdings,Finance,220800000,ipo,BMU,,Hamilton,1,2015-02-02,2003-02-28,2003-02-28
InMobi,Mobile,220600000,operating,USA,CA,San Francisco,5,2006-01-01,2007-01-01,2014-12-02
